# x rho u p E a A P k M
   0.00000000000000E+000    8.76961258240610E-001    1.52677852099589E+000    1.21525555378754E+005    6.29890893144928E+005    4.11171986999154E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.71323574871611E-003
   4.27135678391960E-002    1.32804656362074E+000    4.67234286378232E-002    1.21973862652614E+005    4.17475309268536E+005    3.34739260790703E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    1.39581561264895E-004
   8.54271356783920E-002    1.42708162582786E+000    1.51743691918869E-002    1.21970203425748E+005    3.88492154689657E+005    3.22910659916645E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    4.69924690495011E-005
   1.28140703517588E-001    1.42708162582786E+000   -1.51743691918869E-002    1.21970203425748E+005    3.88492154689657E+005    3.22910659916645E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000   -4.69924690495011E-005
   1.70854271356784E-001    1.32804656362074E+000   -4.67234286378232E-002    1.21973862652614E+005    4.17475309268536E+005    3.34739260790703E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000   -1.39581561264895E-004
   2.13567839195980E-001    8.76961258240610E-001   -1.52677852099589E+000    1.21525555378754E+005    6.29890893144928E+005    4.11171986999154E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000   -3.71323574871611E-003
   2.56281407035176E-001    1.99851524645703E-001    1.51075579917694E+002    1.22757239834703E+005    2.80342190775832E+006    8.65664763024696E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    1.74519729080603E-001
   2.98994974874372E-001    3.39156757299130E-001    2.10662985150706E+002    2.12527146327013E+005    2.87052568797902E+006    8.74353159296069E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    2.40935808272607E-001
   3.41708542713568E-001    4.15340671283992E-001    2.70383413288604E+002    2.59374020291925E+005    2.87512178987906E+006    8.72852624147496E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.09769834916501E-001
   3.84422110552764E-001    5.22102795023967E-001    3.52776465655778E+002    3.22835487110663E+005    2.87284844165265E+006    8.68545431189451E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    4.06169272196458E-001
   4.27135678391960E-001    5.31846858016862E-001    3.36572605791244E+002    3.30232803812746E+005    2.87899097205624E+006    8.70355588672951E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86707008229158E-001
   4.69849246231156E-001    5.31850891435045E-001    3.36575921211457E+002    3.30233946539623E+005    2.87898045026904E+006    8.70353794260123E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86711614783706E-001
   5.12562814070352E-001    5.31864069914406E-001    3.36579809074913E+002    3.30235355967461E+005    2.87892387253780E+006    8.70344868715882E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86720047619178E-001
   5.55276381909548E-001    5.31886763594535E-001    3.36583877338401E+002    3.30236777641474E+005    2.87881697483977E+006    8.70328174677128E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86732139819863E-001
   5.97989949748744E-001    5.31918246462803E-001    3.36587572560637E+002    3.30237978707476E+005    2.87866144507486E+006    8.70304000693429E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86747127776565E-001
   6.40703517587940E-001    5.31952767934225E-001    3.36590674489137E+002    3.30238825402888E+005    2.87848658721011E+006    8.70276876368811E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86762746005094E-001
   6.83417085427136E-001    5.31976839148110E-001    3.36593235406619E+002    3.30239347692887E+005    2.87836422753764E+006    8.70257874913866E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86774133402623E-001
   7.26130653266332E-001    5.31976455648941E-001    3.36595349638957E+002    3.30239589619043E+005    2.87836904046740E+006    8.70258507362130E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86776281750146E-001
   7.68844221105528E-001    5.31950115204590E-001    3.36596919777983E+002    3.30239526657129E+005    2.87850875343075E+006    8.70279970322995E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86768547198734E-001
   8.11557788944724E-001    5.31913058158874E-001    3.36597703326249E+002    3.30239060968385E+005    2.87870162952899E+006    8.70309671267808E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86756248308623E-001
   8.54271356783920E-001    5.31887079806260E-001    3.36597277373834E+002    3.30238004146271E+005    2.87883028894712E+006    8.70329532172628E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86746933122649E-001
   8.96984924623116E-001    5.31888109205971E-001    3.36595509669816E+002    3.30236284699079E+005    2.87880953778438E+006    8.70326424198701E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86746283131315E-001
   9.39698492462312E-001    5.31923640524135E-001    3.36592958097202E+002    3.30234143392266E+005    2.87860186669383E+006    8.70294534196149E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86757522736940E-001
   9.82412060301508E-001    5.31994912861877E-001    3.36590277345775E+002    3.30231870046639E+005    2.87820347809261E+006    8.70233239386660E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86781683474885E-001
   1.02512562814070E+000    5.32092014179879E-001    3.36587902087674E+002    3.30229669073755E+005    2.87766897143701E+006    8.70150931694651E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86815539497449E-001
   1.06783919597990E+000    5.32184250586092E-001    3.36585868906419E+002    3.30227576547406E+005    2.87716148417694E+006    8.70072765937365E+002    9.99999999999999E-001    3.54490770181103E+000    1.22000000000000E+000    3.86847953508580E-001
