i,x,A,P,rho,u,p,E,a,M,k
105,4.4849246231155773e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4715171990319829e-01,7.3605307326765274e+02,1.4316071989747792e+05,2.9038064103782102e+06,8.4063996618459248e+02,8.7558658031496217e-01,1.2200000000000000e+00
106,4.5276381909547734e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4694703872620535e-01,7.3677290147255417e+02,1.4301304223150658e+05,2.9038005438398239e+06,8.4055440144395504e+02,8.7653208430873863e-01,1.2200000000000000e+00
107,4.5703517587939695e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4674127109897043e-01,7.3749696412007791e+02,1.4286462437556873e+05,2.9037953819406941e+06,8.4046835913013194e+02,8.7748331761515996e-01,1.2200000000000000e+00
108,4.6130653266331656e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4653451772683702e-01,7.3822492679346453e+02,1.4271553796070200e+05,2.9037909183723917e+06,8.4038187604349662e+02,8.7843984721447677e-01,1.2200000000000000e+00
109,4.6557788944723617e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4632686453586722e-01,7.3895650455277485e+02,1.4256584412532343e+05,2.9037871482778704e+06,8.4029498353938868e+02,8.7940130433747421e-01,1.2200000000000000e+00
110,4.6984924623115578e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4611838443668729e-01,7.3969145608447423e+02,1.4241559477077230e+05,2.9037840681421072e+06,8.4020770817216089e+02,8.8036737688784616e-01,1.2200000000000000e+00
111,4.7412060301507539e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4590913882762799e-01,7.4042957871884425e+02,1.4226483363145444e+05,2.9037816757026617e+06,8.4012007224371769e+02,8.8133780298972153e-01,1.2200000000000000e+00
112,4.7839195979899491e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4569917895167537e-01,7.4117070392747723e+02,1.4211359724062070e+05,2.9037799698638152e+06,8.4003209429919320e+02,8.8231236515529532e-01,1.2200000000000000e+00
113,4.8266331658291453e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4548854720478919e-01,7.4191469296901198e+02,1.4196191586072280e+05,2.9037789505986003e+06,8.3994378960626466e+02,8.8329088463978622e-01,1.2200000000000000e+00
114,4.8693467336683414e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4527727847173081e-01,7.4266143242271312e+02,1.4180981443207353e+05,2.9037786188248591e+06,8.3985517064673570e+02,8.8427321564362349e-01,1.2200000000000000e+00
115,4.9120603015075375e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4506540154024101e-01,7.4341082943471315e+02,1.4165731357560828e+05,2.9037789762444962e+06,8.3976624763964537e+02,8.8525923913260252e-01,1.2200000000000000e+00
116,4.9547738693467336e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4485294061590937e-01,7.4416280659842425e+02,1.4150443066540061e+05,2.9037800251395460e+06,8.3967702910454420e+02,8.8624885617273697e-01,1.2200000000000000e+00
117,4.9974874371859297e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4463991692956516e-01,7.4491729649491037e+02,1.4135118096504392e+05,2.9037817681239438e+06,8.3958752246208769e+02,8.8724198081272432e-01,1.2200000000000000e+00
118,5.0402010050251249e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4442635039818761e-01,7.4567423602504414e+02,1.4119757880030078e+05,2.9037842078563110e+06,8.3949773465745216e+02,8.8823853268562813e-01,1.2200000000000000e+00
119,5.0829145728643210e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4421226127117857e-01,7.4643356076630937e+02,1.4104363871992650e+05,2.9037873467258685e+06,8.3940767278097178e+02,8.8923842963379451e-01,1.2200000000000000e+00
120,5.1256281407035171e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4399767166834388e-01,7.4719519967624717e+02,1.4088937657869761e+05,2.9037911865304457e+06,8.3931734465058639e+02,8.9024158077813786e-01,1.2200000000000000e+00
121,5.1683417085427132e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4378260689546327e-01,7.4795907053702263e+02,1.4073481046237628e+05,2.9037957281720876e+06,8.3922675931272306e+02,8.9124788054846671e-01,1.2200000000000000e+00
122,5.2110552763819094e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4356709640859958e-01,7.4872507658879738e+02,1.4057996136411981e+05,2.9038009714018549e+06,8.3913592741239870e+02,8.9225720426201183e-01,1.2200000000000000e+00
123,5.2537688442211055e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4335117428936934e-01,7.4949310483326065e+02,1.4042485351571193e+05,2.9038069146504239e+06,8.3904486137960862e+02,8.9326940588242021e-01,1.2200000000000000e+00
124,5.2964824120603016e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4313487909015552e-01,7.5026302650291154e+02,1.4026951427489493e+05,2.9038135549855190e+06,8.3895357537752147e+02,8.9428431861119373e-01,1.2200000000000000e+00
125,5.3391959798994968e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4291825291141717e-01,7.5103470018393352e+02,1.4011397347249012e+05,2.9038208882401381e+06,8.3886208495884910e+02,8.9530175895454378e-01,1.2200000000000000e+00
126,5.3819095477386929e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4270133958557599e-01,7.5180797804107169e+02,1.3995826213183952e+05,2.9038289093563752e+06,8.3877040638108497e+02,8.9632153485813026e-01,1.2200000000000000e+00
127,5.4246231155778890e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4248418186913662e-01,7.5258271550180871e+02,1.3980241049238332e+05,2.9038376129870214e+06,8.3867855554134906e+02,8.9734345838380558e-01,1.2200000000000000e+00
128,5.4673366834170851e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4226681759587571e-01,7.5335878458232435e+02,1.3964644530529351e+05,2.9038469943879163e+06,8.3858654651077575e+02,8.9836736317429555e-01,1.2200000000000000e+00
129,5.5100502512562812e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4204927483036154e-01,7.5413609073947202e+02,1.3949038642991710e+05,2.9038570506155482e+06,8.3849438968120876e+02,8.9939312656127690e-01,1.2200000000000000e+00
130,5.5527638190954773e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4183156619274643e-01,7.5491459267582070e+02,1.3933424285228676e+05,2.9038677820125478e+06,8.3840208958723622e+02,9.0042069557279103e-01,1.2200000000000000e+00
131,5.5954773869346734e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4161368270513187e-01,7.5569432389888811e+02,1.3917800837279216e+05,2.9038791939169522e+06,8.3830964253543789e+02,9.0145011527401420e-01,1.2200000000000000e+00
132,5.6381909547738687e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4139558772372094e-01,7.5647541408543805e+02,1.3902165735996945e+05,2.9038912984708534e+06,8.3821703425523708e+02,9.0248155688887044e-01,1.2200000000000000e+00
133,5.6809045226130648e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4117721173311707e-01,7.5725810755239274e+02,1.3886514111569271e+05,2.9039041163382083e+06,8.3812423786815202e+02,9.0351534216281593e-01,1.2200000000000000e+00
134,5.7236180904522609e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4095844892837709e-01,7.5804277560010621e+02,1.3870838550091203e+05,2.9039176780851805e+06,8.3803121253115614e+02,9.0455195971823532e-01,1.2200000000000000e+00
135,5.7663316582914570e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4073915652000730e-01,7.5882991944030255e+02,1.3855129047667488e+05,2.9039320249506608e+06,8.3793790311571877e+02,9.0559206907663725e-01,1.2200000000000000e+00
136,5.8090452261306531e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4051915749865746e-01,7.5962016109165063e+02,1.3839373207470827e+05,2.9039472087609777e+06,8.3784424121030600e+02,9.0663648889481296e-01,1.2200000000000000e+00
137,5.8517587939698492e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4029824716453449e-01,7.6041422111425584e+02,1.3823556700790749e+05,2.9039632908342644e+06,8.3775014757039980e+02,9.0768616791005086e-01,1.2200000000000000e+00
138,5.8944723618090453e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.4007620311030475e-01,7.6121288419642997e+02,1.3807663969824262e+05,2.9039803398709400e+06,8.3765553590447666e+02,9.0874213989942043e-01,1.2200000000000000e+00
139,5.9371859296482405e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3985279767662390e-01,7.6201695595014712e+02,1.3791679103014962e+05,2.9039984290088587e+06,8.3756031762668033e+02,9.0980546703717569e-01,1.2200000000000000e+00
140,5.9798994974874367e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3962781135936229e-01,7.6282721617831953e+02,1.3775586775981938e+05,2.9040176323883049e+06,8.3746440699721427e+02,9.1087717854599759e-01,1.2200000000000000e+00
141,6.0226130653266328e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3940104540748353e-01,7.6364437474863848e+02,1.3759373134425530e+05,2.9040380216739108e+06,8.3736772597565425e+02,9.1195821269428856e-01,1.2200000000000000e+00
142,6.0653266331658289e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3917233199649218e-01,7.6446903573628299e+02,1.3743026505847080e+05,2.9040596629854697e+06,8.3727020816438869e+02,9.1304936958438632e-01,1.2200000000000000e+00
143,6.1080402010050250e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3894154085560471e-01,7.6530167380688783e+02,1.3726537861697105e+05,2.9040826145962514e+06,8.3717180140542825e+02,9.1415127996680468e-01,1.2200000000000000e+00
144,6.1507537688442211e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3870858191742067e-01,7.6614262441737992e+02,1.3709901000111684e+05,2.9041069255961166e+06,8.3707246885716040e+02,9.1526439217787237e-01,1.2200000000000000e+00
145,6.1934673366834163e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3847340424862548e-01,7.6699208700488919e+02,1.3693112467787712e+05,2.9041326355364635e+06,8.3697218864243848e+02,9.1638897613664272e-01,1.2200000000000000e+00
146,6.2361809045226124e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3823599203928347e-01,7.6785013850854568e+02,1.3676171275880758e+05,2.9041597749220394e+06,8.3687095236016899e+02,9.1752514093484938e-01,1.2200000000000000e+00
147,6.2788944723618085e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3799635868882943e-01,7.6871675363784152e+02,1.3659078482965022e+05,2.9041883663212508e+06,8.3676876285495371e+02,9.1867286132320836e-01,1.2200000000000000e+00
148,6.3216080402010046e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3775454003360824e-01,7.6959182825493008e+02,1.3641836718438761e+05,2.9042184258383913e+06,8.3666563164441868e+02,9.1983200832851364e-01,1.2200000000000000e+00
149,6.3643216080402008e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3751058758434174e-01,7.7047520283556776e+02,1.3624449707272308e+05,2.9042499647156773e+06,8.3656157633812381e+02,9.2100238001387114e-01,1.2200000000000000e+00
150,6.4070351758793969e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3726456237673332e-01,7.7136668388697967e+02,1.3606921838324290e+05,2.9042829908883497e+06,8.3645661828141704e+02,9.2218372958998029e-01,1.2200000000000000e+00
151,6.4497487437185930e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3701652976761639e-01,7.7226606214087462e+02,1.3589257799423093e+05,2.9043175103807594e+06,8.3635078055419785e+02,9.2337578931790054e-01,1.2200000000000000e+00
152,6.4924623115577882e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3676655528562054e-01,7.7317312711959187e+02,1.3571462286734377e+05,2.9043535284895957e+06,8.3624408636876012e+02,9.2457828966774214e-01,1.2200000000000000e+00
153,6.5351758793969843e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3651470149073051e-01,7.7408767821598815e+02,1.3553539785106599e+05,2.9043910507443529e+06,8.3613655785119886e+02,9.2579097391140130e-01,1.2200000000000000e+00
154,6.5778894472361804e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3626102570940860e-01,7.7500953273816117e+02,1.3535494409958058e+05,2.9044300836631125e+06,8.3602821515671303e+02,9.2701360873674110e-01,1.2200000000000000e+00
155,6.6206030150753765e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3600557847687503e-01,7.7593853149693871e+02,1.3517329798832923e+05,2.9044706353360014e+06,8.3591907585518857e+02,9.2824599163874011e-01,1.2200000000000000e+00
156,6.6633165829145726e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3574840251794998e-01,7.7687454251844258e+02,1.3499049040762422e+05,2.9045127158731814e+06,8.3580915452298382e+02,9.2948795585018851e-01,1.2200000000000000e+00
157,6.7060301507537687e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3548953211692258e-01,7.7781746340040047e+02,1.3480654632920676e+05,2.9045563377525900e+06,8.3569846248384101e+02,9.3073937349195524e-01,1.2200000000000000e+00
158,6.7487437185929648e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3522899275357029e-01,7.7876722273979294e+02,1.3462148455947480e+05,2.9046015160981701e+06,8.3558700765189610e+02,9.3200015750391585e-01,1.2200000000000000e+00
159,6.7914572864321601e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3496680090960592e-01,7.7972378096605098e+02,1.3443531761222277e+05,2.9046482689137161e+06,8.3547479444001499e+02,9.3327026279550218e-01,1.2200000000000000e+00
160,6.8341708542713562e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3470296397347407e-01,7.8068713083218768e+02,1.3424805165039515e+05,2.9046966172926030e+06,8.3536182370574488e+02,9.3454968694760909e-01,1.2200000000000000e+00
161,6.8768844221105523e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3443748019027313e-01,7.8165729775127022e+02,1.3405968645958355e+05,2.9047465856189672e+06,8.3524809271424124e+02,9.3583847071255066e-01,1.2200000000000000e+00
162,6.9195979899497484e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3417033861731221e-01,7.8263434011768163e+02,1.3387021542571500e+05,2.9047982017736672e+06,8.3513359510294697e+02,9.3713669849577330e-01,1.2200000000000000e+00
163,6.9623115577889445e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3390151905544160e-01,7.8361834972014310e+02,1.3367962549605293e+05,2.9048514973548492e+06,8.3501832083614170e+02,9.3844449896077797e-01,1.2200000000000000e+00
164,7.0050251256281406e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3363099193190401e-01,7.8460945233301845e+02,1.3348789710676885e+05,2.9049065079244766e+06,8.3490225614013559e+02,9.3976204587154011e-01,1.2200000000000000e+00
165,7.0477386934673367e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3335871811416325e-01,7.8560780856221561e+02,1.3329500406265099e+05,2.9049632732873359e+06,8.3478538341027502e+02,9.4108955927431481e-01,1.2200000000000000e+00
166,7.0904522613065319e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3308464863428002e-01,7.8661361501841259e+02,1.3310091335517459e+05,2.9050218378173620e+06,8.3466768108258543e+02,9.4242730711479628e-01,1.2200000000000000e+00
167,7.1331658291457281e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3280872430436358e-01,7.8762710589432197e+02,1.3290558490491641e+05,2.9050822508334201e+06,8.3454912346021524e+02,9.4377560739463151e-01,1.2200000000000000e+00
168,7.1758793969849242e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3253087519884894e-01,7.8864855502911814e+02,1.3270897121263071e+05,2.9051445670519955e+06,8.3442968048796695e+02,9.4513483097571938e-01,1.2200000000000000e+00
169,7.2185929648241203e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3225101998097533e-01,7.8967827855800761e+02,1.3251101690167616e+05,2.9052088471055371e+06,8.3430931745994030e+02,9.4650540516817894e-01,1.2200000000000000e+00
170,7.2613065326633164e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3196906503853773e-01,7.9071663825618975e+02,1.3231165813077049e+05,2.9052751581880888e+06,8.3418799465542963e+02,9.4788781824030421e-01,1.2200000000000000e+00
171,7.3040201005025125e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3168490340289813e-01,7.9176404571394164e+02,1.3211082185408112e+05,2.9053435747728474e+06,8.3406566687568647e+02,9.4928262504773542e-01,1.2200000000000000e+00
172,7.3467336683417077e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3139841339453182e-01,7.9282096749148479e+02,1.3190842489848213e+05,2.9054141795572578e+06,8.3394228288632485e+02,9.5069045395741691e-01,1.2200000000000000e+00
173,7.3894472361809038e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3110945696975563e-01,7.9388793146292096e+02,1.3170437282551196e+05,2.9054870644424474e+06,8.3381778470598510e+02,9.5211201538817747e-01,1.2200000000000000e+00
174,7.4321608040200999e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3081787765586284e-01,7.9496553458108747e+02,1.3149855852641113e+05,2.9055623319724789e+06,8.3369210677813101e+02,9.5354811220810831e-01,1.2200000000000000e+00
175,7.4748743718592960e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3052349805577463e-01,7.9605445246584588e+02,1.3129086049284574e+05,2.9056400966274966e+06,8.3356517487453152e+02,9.5499965264943831e-01,1.2200000000000000e+00
176,7.5175879396984921e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.3022611665392526e-01,7.9715545125419737e+02,1.3108114065493029e+05,2.9057204871830242e+06,8.3343690486623927e+02,9.5646766611821110e-01,1.2200000000000000e+00
177,7.5603015075376883e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2992550396275596e-01,7.9826940253721421e+02,1.3086924168283063e+05,2.9058036482912418e+06,8.3330720095528375e+02,9.5795332336273697e-01,1.2200000000000000e+00
178,7.6030150753768844e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2962139738859080e-01,7.9939730204473983e+02,1.3065498354894041e+05,2.9058897447654116e+06,8.3317595383720368e+02,9.5945796126628979e-01,1.2200000000000000e+00
179,7.6457286432160796e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2931349521014835e-01,8.0054029347653625e+02,1.3043815923672167e+05,2.9059789629848632e+06,8.3304303770848981e+02,9.6098311520451429e-01,1.2200000000000000e+00
180,7.6884422110552757e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2900144820292592e-01,8.0169969807634038e+02,1.3021852924800717e+05,2.9060715194880958e+06,8.3290830765421140e+02,9.6253055793648357e-01,1.2200000000000000e+00
181,7.7311557788944718e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2868485038587491e-01,8.0287705286687549e+02,1.2999581479257326e+05,2.9061676601066906e+06,8.3277159434596763e+02,9.6410235209502992e-01,1.2200000000000000e+00
182,7.7738693467336679e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2836322467699613e-01,8.0407415885576381e+02,1.2976968870421915e+05,2.9062676792021692e+06,8.3263270062697347e+02,9.6570091259963120e-01,1.2200000000000000e+00
183,7.8165829145728640e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2803600770476565e-01,8.0529314813567612e+02,1.2953976367030565e+05,2.9063719099182989e+06,8.3249139089662219e+02,9.6732910026654739e-01,1.2200000000000000e+00
184,7.8592964824120601e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2770252150528425e-01,8.0653657314114878e+02,1.2930557504999863e+05,2.9064807724480461e+06,8.3234738685550087e+02,9.6899033489867503e-01,1.2200000000000000e+00
185,7.9020100502512562e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2736194581796651e-01,8.0780754000756440e+02,1.2906655790416688e+05,2.9065947350817043e+06,8.3220034329764542e+02,9.7068878487429722e-01,1.2200000000000000e+00
186,7.9447236180904515e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2701325751253928e-01,8.0910988555248957e+02,1.2882201204739869e+05,2.9067144430350321e+06,8.3204984503621449e+02,9.7242958505361365e-01,1.2200000000000000e+00
187,7.9874371859296476e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2665518064262147e-01,8.1044845161260571e+02,1.2857105617673410e+05,2.9068405857269494e+06,8.3189534861418633e+02,9.7421923678584332e-01,1.2200000000000000e+00
188,8.0301507537688437e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2628604870563054e-01,8.1182945319969735e+02,1.2831255290919531e+05,2.9069742530079754e+06,8.3173619009278798e+02,9.7606604458215307e-01,1.2200000000000000e+00
189,8.0728643216080389e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2590370181875066e-01,8.1326112184591943e+02,1.2804500415725239e+05,2.9071165195155856e+06,8.3157143150694321e+02,9.7798107418403912e-01,1.2200000000000000e+00
190,8.1155778894472359e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2550511526031361e-01,8.1475465677677346e+02,1.2776635380912788e+05,2.9072694714093213e+06,8.3139989830227262e+02,9.7997925960841603e-01,1.2200000000000000e+00
191,8.1582914572864311e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2508609610879457e-01,8.1632612985497690e+02,1.2747367924524445e+05,2.9074349868492158e+06,8.3121972658390155e+02,9.8208223860358379e-01,1.2200000000000000e+00
192,8.2010050251256281e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2464001202273923e-01,8.1799992327226505e+02,1.2716248805921915e+05,2.9076178419059953e+06,8.3102840192934116e+02,9.8432246283420788e-01,1.2200000000000000e+00
193,8.2437185929648233e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2415579293865520e-01,8.1981852772985360e+02,1.2682504864610160e+05,2.9078227716896036e+06,8.3082097191331320e+02,9.8675714196510722e-01,1.2200000000000000e+00
194,8.2864321608040203e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2360926021729005e-01,8.2187088974773803e+02,1.2644492571654714e+05,2.9080662040840713e+06,8.3058814045392364e+02,9.8950472528849065e-01,1.2200000000000000e+00
195,8.3291457286432156e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2294489497926515e-01,8.2436859276988775e+02,1.2598357641994733e+05,2.9083754742378979e+06,8.3030588416933335e+02,9.9284927216264951e-01,1.2200000000000000e+00
196,8.3718592964824108e+00,9.9999999999999911e-01,3.5449077018110304e+00,2.2205129367174931e-01,8.2772350125013986e+02,1.2536504468148718e+05,2.9088220132344021e+06,8.2993005310525359e+02,9.9734127972971010e-01,1.2200000000000000e+00
197,8.4145728643216078e+00,9.9999999999999911e-01,3.5449077018110304e+00,1.4965097070882194e-02,1.8674847288328301e+03,4.6676734046910333e+03,3.1614949902583561e+06,6.1686535084900402e+02,3.0273782216209320e+00,1.2200000000000000e+00
198,8.4572864321608030e+00,9.9999999999999911e-01,3.5449077018110304e+00,1.4965097070882194e-02,1.8674847288328301e+03,4.6676734046910333e+03,3.1614949902583561e+06,6.1686535084900402e+02,3.0273782216209320e+00,1.2200000000000000e+00
199,8.5000000000000000e+00,9.9999999999999911e-01,3.5449077018110304e+00,1.4965097070882194e-02,1.8674847288328301e+03,4.6676734046910333e+03,3.1614949902583561e+06,6.1686535084900402e+02,3.0273782216209320e+00,1.2200000000000000e+00
